200100024,死亡時爛れLv4,,,,,OTHER,,0,,,0,,,,,,,,,,,,,,,,,,,0,0,,ALL,0,,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200100025,死亡時爛れLv5,,,,,OTHER,,0,,,0,,,,,,,,,,,,,,,,,,,0,0,,ALL,0,,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200100026,死亡時爛れLv6,,,,,OTHER,,0,,,0,,,,,,,,,,,,,,,,,,,0,0,,ALL,0,,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200100027,死亡時爛れLv7,,,,,OTHER,,0,,,0,,,,,,,,,,,,,,,,,,,0,0,,ALL,0,,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200100028,死亡時爛れLv8,,,,,OTHER,,0,,,0,,,,,,,,,,,,,,,,,,,0,0,,ALL,0,,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200100029,死亡時爛れLv9,,,,,OTHER,,0,,,0,,,,,,,,,,,,,,,,,,,0,0,,ALL,0,,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200100030,死亡時爛れLv10,,,,,OTHER,,0,,,0,,,,,,,,,,,,,,,,,,,0,0,,ALL,0,,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200100100,死亡時全滅(エフェクト無),,,,,MAGIC,,0,,,1,,,,,,,,,,,,,,,,,,,0,0,,ALL,0,,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200100101,死亡時全滅(エフェクト有),,,,,MAGIC,,0,,,1,,,,,,,,,,,,,,,,,,,0,0,,ALL,0,,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200100102,死亡時全滅(エフェクト無)ATTACH,,,,,MAGIC,,0,,,1,,,,,,,,,,,,,,,,,,,0,0,,ALL,0,,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200100103,死亡時解氷(エフェクト用),,,,,MAGIC,,0,,,0,,,,,,,,,,,,,,,,,,,0,0,,ALL,0,,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#頭領系,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マップID,スケール,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200100001,ヤクザキック,1,,1,,PHYSIC,,2,,1110101,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,WEAPON,1110101,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マップID,スケール,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200100003,ヤクザキック,1,,1,,PHYSIC,,2,,1110201,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,WEAPON,1110201,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マップID,スケール,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200100004,ヤクザキック,1,,1,,PHYSIC,,2,,1110301,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,WEAPON,1110301,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マップID,スケール,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200100011,踏み込み,,,,,PHYSIC,,0,,1110101,,,,,,,,,,,,,,,,,,,,0,0,1,ENEMY,0,1,,,WEAPON,1110101,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マップID,スケール,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101121,ブレインシェイカー,1,,1,,PHYSIC,,1.5,,1110203,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,WEAPON,1110203,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マップID,スケール,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101131,スタン,,,,,PHYSIC,,0,,1110202,,,,,,,,,,,,,,,,,,,1,0,0,1,ENEMY,0,1,,,WEAPON,1110202,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マップID,スケール,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101132,スタン,,,,,PHYSIC,,0,,1110102,,,,,,,,,,,,,,,,,,,1,0,0,1,ENEMY,0,1,,,WEAPON,1110202,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101141,ハードブロウ,1,,1,,PHYSIC,,1,,1110202,,,,,,,,,,,,,,,,,3,,1,4,0,1,ENEMY,0,1,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101142,ハードブロウ,1,,1,,PHYSIC,,1,,1110102,,,,,,,,,,,,,,,,,3,,1,4,0,1,ENEMY,0,1,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101151,ラウンドスイープ,1,,1,,PHYSIC,,3,,1110202,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101152,ラウンドスイープ,1,,1,,PHYSIC,,3,,1110102,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マップID,スケール,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101161,ガードブレイク,,,,,PHYSIC,,,,1110205,,,,,,,,,,,,,,,,,,,1,0,0,1,ENEMY,0,,,,WEAPON,1110205,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マップID,スケール,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101162,ガードブレイク,,,,,PHYSIC,,,,1110105,,,,,,,,,,,,,,,,,,,1,0,0,1,ENEMY,0,,,,WEAPON,1110205,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101171,士気高揚,1,,,,OTHER,,0,,,2,,,,,,,,,,,,,,,,,233,1,0,0,1,ALL,0,,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101181,ヴォイドスパーダ,1,,1,,PHYSIC,,1,,,2,,,,,,,,,,,,,,,,3,233,1,0,0,1,ENEMY,0,1,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,距離,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101191,ショックウェーブ,1,,1,,PHYSIC,,1.5,,,2,,,,,,,,,,,,,,,,3,229,1,4,0,1,ENEMY,0,1,,,DIRECT,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マップID,スケール,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101201,迎撃,1,,1,,PHYSIC,,3,,1110206,,,,,,,,,,,,,,,,,3,234,1,0,0,1,ENEMY,0,1,,,WEAPON,1110206,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マップID,スケール,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101202,迎撃,1,,1,,PHYSIC,,3,,1110106,,,,,,,,,,,,,,,,,3,234,1,0,0,1,ENEMY,0,1,,,WEAPON,1110206,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マップID,スケール,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101211,火炎斬,1,,1,,PHYSIC,,2,,1110207,,,,,,,,,,,,,,,,,3,234,1,0,0,1,ENEMY,0,1,,,WEAPON,1110206,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マップID,スケール,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101212,火炎斬,1,,1,,PHYSIC,,2,,1110107,,,,,,,,,,,,,,,,,3,234,1,0,0,1,ENEMY,0,1,,,WEAPON,1110206,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マップID,スケール,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101214,岩砕斬,1,,1,,PHYSIC,,2,,1110210,,,,,,,,,,,,,,,,,3,234,1,0,0,1,ENEMY,0,1,,,WEAPON,1110206,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マップID,スケール,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101215,岩砕斬,1,,1,,PHYSIC,,2,,1110110,,,,,,,,,,,,,,,,,3,234,1,0,0,1,ENEMY,0,1,,,WEAPON,1110206,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,距離,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101221,手投げ爆弾,1,,1,,PHYSIC,,0.3,,,2,,,,,,,,,,,,,,,,3,231,1,0,0,1,ENEMY,0,1,,,OBJECT,1000,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マップID,スケール,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101231,アーマークラッシャー,1,,1,,PHYSIC,,1.5,,1110203,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,WEAPON,1110203,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マップID,スケール,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101232,アーマークラッシャー,1,,1,,PHYSIC,,1.5,,1110203,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,WEAPON,1110203,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マップID,スケール,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101241,ウェポンクラッシャー,1,,1,,PHYSIC,,1.5,,1110203,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,WEAPON,1110203,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マップID,スケール,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101242,ウェポンクラッシャー,1,,1,,PHYSIC,,1.5,,1110203,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,WEAPON,1110203,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,距離,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101501,通常弾,,,,,PHYSIC,,0,,,2,,,,,,,,,,,,,,,,3,231,0,0,0,1,ENEMY,0,,,,DIRECT,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マップID,スケール,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101801,インサニティーダウン,1,,1,,PHYSIC,,3,,1110204,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,WEAPON,1110204,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,距離,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101901,気吼波,1,,1,,PHYSIC,,5,,,3,,,,,,,,,,,,,,,,3,231,1,0,0,1,ENEMY,0,1,,,DIRECT,,,,,,,,,,,,,,,,,,,,0,,,,,
#Easy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マップID,スケール,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
220100001,ヤクザキック,1,,1,,PHYSIC,,2,,1110101,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,WEAPON,1110101,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マップID,スケール,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
220100003,ヤクザキック,1,,1,,PHYSIC,,2,,1110201,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,WEAPON,1110201,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マップID,スケール,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
220100004,ヤクザキック,1,,1,,PHYSIC,,2,,1110301,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,WEAPON,1110301,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マップID,スケール,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
220100011,踏み込み,,,,,PHYSIC,,0,,1110101,,,,,,,,,,,,,,,,,,,,0,0,1,ENEMY,0,1,,,WEAPON,1110101,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マップID,スケール,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
220101121,ブレインシェイカー,1,,1,,PHYSIC,,1.5,,1110203,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,WEAPON,1110203,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マップID,スケール,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
220101131,スタン,,,,,PHYSIC,,0,,1110202,,,,,,,,,,,,,,,,,,,1,0,0,1,ENEMY,0,1,,,WEAPON,1110202,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
220101141,ハードブロウ,1,,1,,PHYSIC,,1,,1110202,,,,,,,,,,,,,,,,,3,,1,4,0,1,ENEMY,0,1,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
220101151,ラウンドスイープ,1,,1,,PHYSIC,,3,,1110202,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マップID,スケール,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
220101161,ガードブレイク,,,,,PHYSIC,,,,1110205,,,,,,,,,,,,,,,,,,,1,0,0,1,ENEMY,0,,,,WEAPON,1110205,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
220101171,士気高揚,1,,,,OTHER,,0,,,2,,,,,,,,,,,,,,,,,233,1,0,0,1,ALL,0,,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
220101181,ヴォイドスパーダ,1,,1,,PHYSIC,,1,,,2,,,,,,,,,,,,,,,,3,233,1,0,0,1,ENEMY,0,1,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,距離,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
220101191,ショックウェーブ,1,,1,,PHYSIC,,1.5,,,2,,,,,,,,,,,,,,,,3,229,1,4,0,1,ENEMY,0,1,,,DIRECT,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マップID,スケール,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
220101201,迎撃,1,,1,,PHYSIC,,3,,1110206,,,,,,,,,,,,,,,,,3,234,1,0,0,1,ENEMY,0,1,,,WEAPON,1110206,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#盗賊（シーフ）系,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マップID,スケール,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200110101,とろくなれ！,1,,1,,PHYSIC,,2,,1010101,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,WEAPON,1010101,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マップID,スケール,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200110102,眠れ！,1,,1,,PHYSIC,,2,,1010101,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,WEAPON,1010101,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マップID,スケール,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200110103,黙れ！,1,,1,,PHYSIC,,2,,1010101,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,WEAPON,1010101,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マップID,スケール,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200110104,麻痺になれ！,1,,1,,PHYSIC,,2,,1010101,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,WEAPON,1010101,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マップID,スケール,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200110105,毒になれ！,1,,1,,PHYSIC,,2,,1010101,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,WEAPON,1010101,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マップID,スケール,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200110106,有り金よこせ！,1,,1,,PHYSIC,,2,,1010101,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,WEAPON,1010101,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マップID,スケール,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200110107,ハイドアタック,1,,,,PHYSIC,,0,,1010103,,,,,,,,,,,,,,,,,,,1,0,0,1,ENEMY,0,,,,WEAPON,1010103,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マップID,スケール,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200110108,バックアタック,1,,,,PHYSIC,,0,,1010101,,,,,,,,,,,,,,,,,,,1,0,0,1,ENEMY,0,,,,WEAPON,1010101,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マップID,スケール,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200110109,スティールアタック,1,,,,PHYSIC,,0,,1010102,,,,,,,,,,,,,,,,,,,1,0,0,1,ENEMY,0,,,,WEAPON,1010102,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マップID,スケール,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200110110,スティールアタック,1,,,,PHYSIC,,0,,1010102,,,,,,,,,,,,,,,,,,,1,0,0,1,ENEMY,0,,,,WEAPON,1010102,1,,,,,,,,,,,,,,,,,,0,,,,,
